task,penetration
"Write and code logical and physical database descriptions and specify identifiers of database to management system, or direct others in coding descriptions.",0.0
"Write and code logical and physical database descriptions, and specify identifiers of database to management system or direct others in coding descriptions.",0.0
Write and distribute financial or environmental impact reports.,0.0
Write and edit news stories from information collected by reporters and other sources.,0.9186
"Write and edit technical documentation for digital interface products and designs, such as user manuals, testing protocols, and reports.",0.0
Write and edit video and scripts for broadcasts.,0.0
"Write and execute scripts to automate tasks, such as parsing large data files.",0.0
Write and present department budgets to upper management or other stakeholders.,0.0
Write and present reports of research findings.,0.9377
Write and present strategies for recreational facility programming using customer or employee data.,0.0
Write and publish articles in scientific journals.,0.0
Write and record orders for merchandise or enter orders into computers.,0.9925
"Write and review grant proposals, journal articles, institutional reports, and publicity materials.",0.6769
"Write and review product specifications, maintaining a working technical knowledge of the goods or services to be purchased.",1.0
Write and revise safety regulations and codes.,0.0
Write and send letters of thanks to donors.,0.0
"Write and submit appraisal reports for property, such as jewelry, art, antiques, collectibles, and equipment.",0.0
Write and submit maintenance work requisitions.,0.0
Write and submit proposals to bid on contracts for projects.,0.0
Write and submit reports about the results of calibration tests.,0.0
"Write and submit reports that include data such as the number of passengers or trips, hours worked, mileage driven, or fuel consumed.",0.0
Write applications for research grants.,0.0
Write articles and books.,0.0
Write articles or pamphlets about products.,0.0
"Write articles, bulletins, sales letters, speeches, and other related informative, marketing and promotional material.",0.792
"Write articles, manuals, and other publications and assist in the distribution of promotional literature about programs and facilities.",0.7777
"Write articles, manuals, and other publications, and assist in the distribution of promotional literature about facilities and programs.",0.804
"Write articles, white papers, or reports to share research findings and educate others.",0.0
Write audit reports to communicate technical and procedural findings and recommend solutions.,0.0
Write budgets to plan recreational activities or programs.,0.0
"Write certificates of admeasurement that list details such as designs, lengths, depths, and breadths of vessels, and methods of propulsion.",0.0
"Write columns, editorials, commentaries, or reviews that interpret events or offer opinions.",0.0
"Write commentaries, columns, or scripts, using computers.",0.0
Write computer programs or scripts to be used in querying databases.,0.9406
Write copy as part of layout.,0.0
Write customer orders and sales contracts according to company guidelines.,0.0
"Write cyber defense recommendations, reports, or white papers using research or experience.",0.0
Write decisions on cases.,0.8581
"Write descriptions of property boundary surveys for use in deeds, leases, or other legal documents.",0.0
Write descriptions of the property being appraised.,0.0
Write detailed analysis plans and descriptions of analyses and findings for research protocols or reports.,0.8811
Write detailed consultation reports to provide information on complex genetic concepts to patients or referring physicians.,0.0
Write detailed functional specifications that document the hardware development process and support hardware introduction.,0.8322
"Write detailed reports of fire inspections performed, fire code violations observed, and corrective recommendations offered.",0.0
"Write documents describing protocols, policies, standards for use, maintenance, and repair of medical equipment.",0.0
"Write drafts of legislative proposals, and prepare speeches, correspondence, and policy papers for governmental use.",0.7481
"Write evaluations of parents and children for use by courts deciding divorce and custody cases, testifying in court if necessary.",0.0
"Write fiction or nonfiction prose, such as short stories, novels, biographies, articles, descriptive or critical analyses, and essays.",0.0
"Write for technical magazines, journals, and trade association publications.",0.0
Write grant applications to obtain funding.,0.0
"Write grant applications, rebate applications, or project proposals to secure funding for sustainability projects.",0.0
Write grant proposals to obtain funding for biological research.,0.0
Write grant proposals to obtain funding for research.,0.0
Write grant proposals to procure external research funding and review others' grant proposals.,0.0
Write grant proposals to procure external research funding.,0.0
Write grants and papers or attend fundraising events to seek research funds.,0.0
Write grants to obtain funding for restoration projects.,0.0
Write grants to obtain program funding.,0.0
"Write grants to procure external funding, and supervise grant-funded projects.",0.0
